"EA7URM-5","dx.ea7urm.org","8000","DX Spider"
"EA8URL-5","80.26.88.207","7300","DX Spider"
"ED1ZAC-5","dx.ed1zac.net","8000","DX Spider"
"ED3ZAG-5","ed3zag.no-ip.com","8000","DX Spider"
"ED3ZAG-8","ed3zag.no-ip.com","41112","CLX"
"ED3ZAK-5","80.32.111.228","9000","DX Spider"
"EI7MRE","mayodx.ath.cx","7300","DX Spider"
"EI7SDX","shandx.ath.cx","5000","DX Spider"
"EI7WDX","dxc.ei7wdx.net","7300","DX Spider"
"ES3V-3","84.74.112.8","7300","DX Spider"
"EW8AX-1","212.24.100.199","7300","DX Spider"
"F1MAC-3","fc1mac.dyndns.org","9000","CC Cluster"
"F1MAC-6","f0mac.ddns.net","7300","CC Cluster"
"F1MAC-7","ff0mac.dyndns.org","23","CC Cluster"
"F1MAC-8","f0mac.hopto.org","7373","CC Cluster"
"F1OYP-6","f1oyp.no-ip.org","7400","DX Spider"
"F1OYP-7","f1oyp.no-ip.org","7300","AR-Cluster"
"F1OYP-8","f1oyp.no-ip.org","7373","DX Spider"
"F3KT-3","f3kt.dyndns.org","23","DxNet"
"F4BWT-3","82.64.40.245","7300","DX Spider"
"F4ERG-3","f4erg.hd.free.fr","7300","DX Spider"
"F4EYQ-1","ham.crx.cloud","7300","OTHER"
"F4GVE-2","dxcluster.f4gve.net","7300","DX Spider"
"F5LEN-7","lecluster.f5len.org","7373","DX Spider"
"F5MZN-3","f5mzn.org","9000","DX Spider"
"F5UGQ-2","dxspider.sysinf.fr","7300","DX Spider"
"F6BHK-1","78.198.83.131","8000","DX Spider"
"F6BVP-3","f6bvp.org","7300","DX Spider"
"F6FGZ-3","clx.lunique.fr","9000","CLX"
"F6GCP-3","f6gcp-pat.dyndns.org","7300","DX Spider"
"F6KDF-3","dx.ldxg.fr","8000","DX Spider"
"F6KDF-8","f6kdf.ath.cx","7300","DX Spider"
"F6KVP-3","dxcluster.arp75.org","7373","DX Spider"
"F8COJ-3","f8coj.no-ip.org","7300","DX Spider"
"G3LRS-2","dxc.g3lrs.org.uk","7300","DX Spider"
"G4ELI-9","spider.ham-radio.ch","8000","DX Spider"
"G6NHU-2","g6nhu.getmyip.com","7300","DX Spider"
"G7VJR","g7vjr.org","7300","OTHER"
"GB7BAA","gb7baa.com","7300","DX Spider"
"GB7CGL","gb7cgl.ath.cx","6000","AR-Cluster"
"GB7CGL-1","gb7cgl.ath.cx","23","DX Spider"
"GB7DJK","gb7djk.dxcluster.net","7300","DX Spider"
"GB7DXA","nt.amersham.net","7300","DX Spider"
"GB7DXC-5","90.155.35.170","7300","DX Spider"
"GB7DXE","gb7dxe.dyndns.org","7300","DX Spider"
"GB7DXG","gb7dxg.lebs.org.uk","7373","CC Cluster"
"GB7DXG-1","gb7dxg-1.lebs.org.uk","7300","DX Spider"
"GB7DXS","81.149.0.149","7300","CC Cluster"
"GB7HTL","81.174.245.245","7300","DX Spider"
"GB7MBC","www.gb7mbc.net","8000","DX Spider"
"GB7NHR","gb7nhr.dynu.net","7300","DX Spider"
"GB7RAU","gb7rau.dxcluster.net","7374","DX Spider"
"GB7RDX","cluster.g3ldi.co.uk","7000","CC Cluster"
"GB7TDX","gb7tdx.ath.cx","7300","DX Spider"
"GB7UJS","217.35.93.140","7300","DX Spider"
"GB7VAX","gb7vax.serveftp.com","7300","DX Spider"
"GB7WDX","gb7wdx.homelinux.net","8000","DX Spider"
"GB7YDX","gb7ydx.ath.cx","7300","DX Spider"
"HA5DI-5","dxc.hasix.org","8000","DX Spider"
"HA5DXC","ha5dxc.homelinux.net","8000","DX Spider"
"HA6DX","dx.hu","9000","DX Spider"
"HB9CA","dx-cluster.net","23","DX Spider"
"HB9GL-6","dx.hb9gl.ch","7300","DX Spider"
"HB9IAC-8","dxc.iapc.ch","8000","DX Spider"
"HB9ON-9","www.hb9on.org","8000","DX Spider"
"HB9VID-2","78.47.138.186","7300","DX Spider"
"HG8PRC","85.90.180.26","8000","DX Spider"
"HI3AA-3","hi3aa.ddns.net","7300","DX Spider"
"HI5MLE-6","hi5mle.no-ip.org","9000","DxNet"
"HP2AT-4","hp2at.privatedns.org","9000","DX Spider"
"HP2NG-3","hp2ng.privatedns.org","7300","DX Spider"
"HP2STE-3","hp2at.privatedns.org","7300","DX Spider"
"HS0ZER-15","hs0zer.no-ip.com","9000","DxNet"
"I0251/RM","clusterdx.ddns.net","7300","DX Spider"
"I0INU-6","cluster.i0inu.it","7300","DX Spider"
"I0OJJ-6","i0ojj.mooo.com","8000","DX Spider"
"I0R","clusterdx.ddns.net","7300","DX Spider"
"I2782VE-1","swlcluster.homepc.it","7300","DX Spider"
"I3ITX-6","ik3stg.ddns.net","8000","DX Spider"
"I5UXJ-2","i5uxj-2.cln.it","8000","DX Spider"
"I8ZSE-1","dxcluster.i8zse.eu","7300","DX Spider"
"IK0XWV-6","ik0xwv.dyndns.org","7300","DX Spider"
"IK1HJS-6","ik1hjs.ddns.net","7300","CC Cluster"
"IK1ZNW-6","dx.ik1znw.org","8000","DX Spider"
"IK2DUW-6","ik2duw.dyndns.org","7300","DX Spider"
"IK2WAD-6","ik2wad.com","7300","DX Spider"
"IK2XDE-6","ik2xde.ddns.net","8000","CC Cluster"
"IK3EDJ-6","ik3edj.dxgang.net","9000","DX Spider"
"IK4ICZ-5","ik4icz.dyndns.org","7300","CC Cluster"
"IK4ICZ-6","ik4icz.dyndns.org","8000","DX Spider"
"IK5PWJ-6","ik5pwj-6.dyndns.org","8000","DX Spider"
"IK5YZW-6","ik5yzw.no-ip.org","8000","DX Spider"
"IK5ZUK-6","ik5zuk.ddns.net","8000","DX Spider"
"IK6IHL-6","ik6ihl.dyndns.org","7300","DX Spider"
"IK6QOO-6","82.63.231.82","8000","DX Spider"
"IK6TJX-6","ham.ik6ihl.org","9000","DxNet"
"IK6VXO","dx.ik6vxo.net","23","AR-Cluster"
"IK6XMI-6","ik6xmi.homepc.it","8000","DX Spider"
"IK6ZDE-6","ik6zde.hamradioonline.net","9000","DX Spider"
"IK7IMO-6","ik7imo.ddns.net","7000","DX Spider"
"IK7NXQ-6","ik7nxu.dyndns.org","9000","DxNet"
"IK7NXU-6","ik7nxu.dyndns.org","7300","DX Spider"
"IK7QLZ-6","ik7qlz.dyndns.org","7000","DX Spider"
"IK7UXW-6","ik7uxw.dyndns.org","7300","DX Spider"
"IK7XLW-6","ik7xlw.dyndns.org","7300","DX Spider"
"IK8HJC-6","ik8hjc.ns0.it","8000","DX Spider"
"IK8VKW-9","ik8vkw.no-ip.biz","7300","DxNet"
"IK8VRN-6","ik8vrn.dyndns.org","7000","DX Spider"
"IQ0LT-6","cluster.iq0lt.net","7300","DX Spider"
"IQ0RM-6","clusterdx.ddns.net","7300","DX Spider"
"IQ0SS","iq0ss.mine.nu","23","AR-Cluster"
"IQ1BK-6","185.58.193.163","7300","DX Spider"
"IQ1GP-6","cluster.ari-rivarolo.org","7000","DX Spider"
"IQ1IM-6","iq1im.ddns.net","7300","DX Spider"
"IQ1LA-6","iq1la-6.dyndns-ip.com","7300","DX Spider"
"IQ1RY-6","aribra.it","7000","DX Spider"
"IQ2ER-2","iq2er.ddns.net","7300","DX Spider"
"IQ2GM-6","88.62.17.250","64300","DX Spider"
"IQ2HQ","77.43.115.57","7373","AR-Cluster"
"IQ2LB-6","dx.arilimbiate.it","7300","DX Spider"
"IQ4AX-6","dxcluster.arimodena.it","8000","DX Spider"
"IQ4RN-6","iq4rn.aririmini.it","8000","DX Spider"
"IQ8BB-6","80.205.215.149","8000","DX Spider"
"IQ8CS-6","160.97.55.211","80","DxNet"
"IQ8DO-3","iq8do.ddns.net","7300","DX Spider"
"IQ8PQ-6","iq8pq.aripozzuoli.com","9000","DX Spider"
"IQ8RB-6","iq8rb.rblob.com","8000","DX Spider"
"IQ9GF-6","79.9.210.9","7300","DX Spider"
"IQ9MY-6","iq9my.homepc.it","8000","DX Spider"
"IR0UGN-6","kwos.dyndns.org","7373","CC Cluster"
"IR2UGI-6","ir2ugi.dyndns.org","9500","DX Spider"
"IR3DXC","ir3dxc.net","41112","DX Spider"
"IR4AD","ir4ad.tzo.com","23","AR-Cluster"
"IR4U-6","dxc.aricesena.it","8000","DX Spider"
"IR4X-6","iq4bq.dyndns.org","8000","DX Spider"
"IR5AG-6","ir5ag.ham.cx","8000","DX Spider"
"IR5PWJ-6","radio-linux.isti.cnr.it","8000","DX Spider"
"IR8AW-2","ir8aw.dyndns.org","7373","AR-Cluster"
"IR8AW-6","ir8aw.dyndns.org","9000","DX Spider"
"IR8AW-8","ir8aw.dyndns.org","7300","AR-Cluster"
"IR9ESI","ir9esi.dyndns.org","7373","DX Spider"
"IS0GRB-6","is0grb.it","41112","DX Spider"
"IT9FTP-6","it9ftp.ddns.net","7300","DX Spider"
"IT9LIZ","217.182.156.145","7300","DX Spider"
"IT9OBK-6","it9obk.org","41112","DX Spider"
"IT9WDY-6","it9wdy-6.dyndns.org","41112","DX Spider"
"IU1BOW-2","dxcluster.iu1bow.it","7300","DX Spider"
"IV3SCP-6","iv3scp.dyndns.org","7300","DX Spider"
"IV3YXW-6","iv3yxw.dyndns.org","8000","DX Spider"
"IW0QMN-6","82.91.115.48","8000","DX Spider"
"IW0QNL-6","iw0qnlserver.ns0.it","9002","AR-Cluster"
"IW1PSC-6","iw1psc-6.ddns.net","7300","DX Spider"
"IW1QLH-6","cluster.hrdlog.net","7300","DX Spider"
"IW1QLH-7","cluster.hrdlog.net","7373","AR-Cluster"
"IW2EVH-2","danilo.selfip.info","7300","DX Spider"
"IW2EVH-6","1972.dyndns.tv","7300","DX Spider"
"IW2KPL-6","www.dxcluster.world","23","DX Spider"
"IW2NOO-1","0.0.0.0","0","CC Cluster"
"IW2NOY-2","iw2noy.ddns.net","7300","DX Spider"
"IW3FVZ-6","dx.iw3fvz.it","8000","DX Spider"
"IW5ECF-6","ham.homelinux.org","8000","DX Spider"
"IW8PGT-9","spider.iw8pgt.org","8500","DX Spider"
"IW9EDP-6","it9ijy.duckdns.org","7300","DX Spider"
"IW9FDD-6","iw9fdd.homeip.net","7300","DX Spider"
"IW9FRA-6","dxspider.iw9fra.com","7300","DX Spider"
"IW9GTD-6","clx.iw9gtd.it","7300","DX Spider"
"IZ0AWG-6","iz0awg.it","7300","DX Spider"
"IZ0FIU-7","iz0fiu.myddns.me","7300","DX Spider"
"IZ0FKE","clx.noantri.org","23","AR-Cluster"
"IZ0FKE-6","spider.noantri.org","7000","DX Spider"
"IZ0III","clusterdx.ddns.net","7300","DX Spider"
"IZ0IIM","clusterdx.ddns.net","7300","DX Spider"
"IZ0TWS-2","dxcluster.iz0tws.com","7300","DX Spider"
"IZ0UIN-6","clusterdx.ddns.net","7300","DX Spider"
"IZ1CQN-6","dx.iz1cqn.it","8000","AR-Cluster"
"IZ3LCJ-6","iz3lcj.dyndns.info","8000","DX Spider"
"IZ3LSV-6","www.iz3lsv.net","8000","DX Spider"
"IZ3MEZ-8","cluster.iz3mez.it","8000","DX Spider"
"IZ4GJJ-6","Iz4gjj.ns0.it","7300","DX Spider"
"IZ5FSA-6","www.iz5fsa.it","8000","DX Spider"
"IZ5ILU-6","iz5ilu.ns0.it","7300","DX Spider"
"IZ5MMH-3","79.23.57.37","0","AR-Cluster"
"IZ6FXS-6","cluster.cisarabruzzo.org","7300","DX Spider"
"IZ6FZS-6","iz6fzs.dyndns.org","9000","DX Spider"
"IZ7AUH-6","dx.iz7auh.net","8000","DX Spider"
"IZ8BRI-2","iz8bri.dyndns.org","9000","CC Cluster"
"IZ8BRI-6","iz8bri.dyndns.org","9000","DX Spider"
"IZ8DMZ-6","iz8dmz.no-ip.org","8000","DX Spider"
"IZ8EJB-6","iz8ejb.ddns.net","8000","DX Spider"
"IZ8ETW-6","iz8etw.dyndns.org","8000","DX Spider"
"IZ8FST-6","iz8fst.dyndns.org","9000","DX Spider"
"IZ8GCB-3","iz8gcb.ddns.net","7300","DX Spider"
"IZ8MBW-6","dx.iz8mbw.net","7300","DX Spider"
"IZ8PPI-6","iz8ppi-6.dyndns.org","9000","DxNet"
"JA2YYF","ja2yyf.d2g.com","23","AR-Cluster"
"JA2YYF-9","dxcluster.jp","7300","DX Spider"
"JA4PXC-11","bld.dxscape.com","8000","DxNet"
"JA9IPF","ja9ipf.dyndns.org","9000","DX Spider"
"JE3YEK","ja3yaq.ampr.org","9000","DX Spider"
"JF1OCQ","w1vx.atnifty.com","23","WinCluster"
"JG1VGX-7","5925.jp","7373","CC Cluster"
"JG1VGX-8","5925.jp","7000","AR-Cluster"
"JG1VGX-9","5925.jp","7300","DX Spider"
"JH1RFM-11","jh1rfm.ddo.jp","9000","DxNet"
"JH1RFM-9","jh1rfm.ddo.jp","7300","DX Spider"
"JH2ZYY","jh2zyy.d2g.com","23","AR-Cluster"
"JH3LFL","www.610dx.com","41112","CLX"
"JH6VLF-11","jh6vlf.ddo.jp","8000","DxNet"
"JI1MNT-7","dx-cluster.com","7788","CC Cluster"
"JI1MNT-8","dx-cluster.com","8877","AR-Cluster"
"JK1ZRW-9","dxspider.jk1zrw.org","7300","DX Spider"
"JL3YCW-9","abuail.ddo.jp","7300","DX Spider"
"JO3VRT","ja3azd.dyndns.org","9000","DX Spider"
"K0PIR-2","pi.k0pir.us","7300","DX Spider"
"K0WL","k0wl.ddns.net","23","AR-Cluster"
"K0XM-5","dxc.k0xm.net","7300","CC Cluster"
"K1EU","k1eu.dynip.com","23","AR-Cluster"
"K1RFI","k1rfi.com","7300","DX Spider"
"K1RK","falara.whoi.edu","23","DX Spider"
"K1SA","sebago.ddns.net","7373","AR-Cluster"
"K1TTT","k1ttt.net","7373","AR-Cluster"
"K1VU","k1vu.miketheactuary.com","4242","AR-Cluster"
"K2CAN","k2can.us","7373","CC Cluster"
"K2LS","dxc.k2ls.com","23","DX Spider"
"K3KT-1","216.135.40.104","7300","DX Spider"
"K3LR","dx.k3lr.com","23","AR-Cluster"
"K3NC","dxc.k3nc.com","23","CC Cluster"
"K3WW","k3ww.gofrc.org","7300","DX Spider"
"K4EA","dxc.k4ea.net","23","AR-Cluster"
"K4FCG","k4fcg.dyndns.org","23","AR-Cluster"
"K4FX","dxc.k4fx.net","7300","DX Spider"
"K4HA","k4ha.ddns.net","7300","AR-Cluster"
"K4HA-1","k4ha.ddns.net","7373","AR-Cluster"
"K4JW","k4jw.no-ip.com","41414","DX Spider"
"K4KYD-2","dxc.k4kyd.com","7300","DX Spider"
"K4MD","K4MD.no-ip.com","23","AR-Cluster"
"K4QC","hvldx.tzo.com","41112","CLX"
"K4UJ","cluster-us.dx-is.com","7300","DX Spider"
"K4UJ-1","cluster-eu.dx-is.com","7300","DX Spider"
"K4ZR","k4zr.no-ip.org","7300","DX Spider"
"K5DX","dxc.tdxs.net","7373","AR-Cluster"
"K5JZ","dxc.k5jz.net","7373","AR-Cluster"
"K5TL","dxc.k5tl.com","23","AR-Cluster"
"K6JWN-1","dx.k6jwn.org","7300","DX Spider"
"K6KOZ","k6koz.serveftp.com","7300","AR-Cluster"
"K7AR","k7ar.net","7374","AR-Cluster"
"K7EK-1","k7ek.ddns.net","9000","CC Cluster"
"K7SDX","k7sdx.no-ip.org","7300","DX Spider"
"K8AZ","k8az.no-ip.com","23","AR-Cluster"
"K8BTT-1","cluster.dxworld.info","8000","CC Cluster"
"K9AJ","dxc.k9aj.net","23","AR-Cluster"
"K9LC","K9LC.ddns.net","7300","CC Cluster"
"K9USA","soliton.csl.illinois.edu","8000","DX Spider"
"K9WMS-2","k9wms.com","7374","AR-Cluster"
"K9WMS-3","k9wms.com","7373","AR-Cluster"
"KA0MOS-10","dxcluster.servebeer.com","2323","AR-Cluster"
"KA2PBT-1","dx.ka2pbt.com","7300","DX Spider"
"KA9OKH-2","96.27.205.110","7373","AR-Cluster"
"KB2FAF-12","kb2faf.net","7300","DX Spider"
"KB2S-2","dxc.kb2s.net","7300","DX Spider"
"KB2SSE-2","kb2sse.dyndns.org","7300","DX Spider"
"KB5VJY-1","kb5vjy.com","8000","DX Spider"
"KB8PMY-3","www.kb8pmy.net","7300","DX Spider"
"KB8UVN-2","radio-linux.isti.cnr.it","23","DX Spider"
"KC0AVQ","kc0avq.dyndns.org","23","AR-Cluster"
"KC2CWT-9","dxspider.kc2cwt.net","7300","DX Spider"
"KC3OL-1","kc3ol.dynip.com","23","AR-Cluster"
"KC5NYO","kc5nyo.dns2go.com","23","AR-Cluster"
"KC9AOP-1","dxspots.kc9aop.net","7300","DX Spider"
"KC9GWK-2","kc9gwk.squaretfarm.com","7300","DX Spider"
"KD4GCA-9","kd4gca.dyndns.org","7300","DX Spider"
"KD4WLE-4","dx.kd4wle.net","7300","DX Spider"
"KD8ATF-2","kd8atf.ddns.net","7300","DX Spider"
"KE0CQF-2","ke0cqf.120v.ac","7300","DX Spider"
"KE2L-5","dx.scarcnj.org","7300","DX Spider"
"KE2OI-10","ke2oi.dyndns.org","7300","DX Spider"
"KF2FK-1","themaincomputer.net","7300","DX Spider"
"KF4LLF-8","KF4LLF.no-IP.org","7300","CC Cluster"
"KG4OOL-2","dxfinder.bfielding.com","7300","DX Spider"
"KI5T-2","98.181.43.23","7300","CC Cluster"
"KK4UIL","hobbyshack.no-ip.org","7300","CC Cluster"
"KN2M","kn2m.d2g.com","23","CC Cluster"
"KN4F","dxc.kn4f.net","23","AR-Cluster"
"KN9N","kn9n.no-ip.org","7300","DX Spider"
"KP3DX","136.145.86.189","23","AR-Cluster"
"KP4JRS-3","dxc.kp4jrs.com","23","AR-Cluster"
"KQ8M","kq8m.no-ip.org","7373","AR-Cluster"
"KQ8M-2","kq8m.no-ip.org","7374","AR-Cluster"
"KQ8M-3","kq8m.no-ip.org","3608","AR-Cluster"
"KQ8M-4","kq8m.no-ip.org","23","AR-Cluster"
"KX4O-2","spots.qsoparty.com","7300","DX Spider"
"KY1V","dx.ultradx.com","23","AR-Cluster"
"KY4XX-3","dxc.ky4xx.com","7300","DX Spider"
"KY9J-2","dxc.ky9j.com","7300","DX Spider"
"LA1B-9","193.75.61.192","7300","DX Spider"
"LA3R-6","la3r-6.shacknet.nu","9000","DX Spider"
"LA3WAA-6","la3waa.ddns.net","8000","CC Cluster"
"LA7Q-6","la7q.ddns.net","9000","CC Cluster"
"LU9DA-6","lu9da.no-ip.org","9000","DX Spider"
"LZ0DXC","lz0dxc.tabakov.net","7300","DX Spider"
"LZ7A","lz7aa.com","7300","CC Cluster"
"M0IPU-4","dxs.ddns.net","7300","DX Spider"
"M0IPU-8","arc6.ddns.net","7373","AR-Cluster"
"M0KGX-3","dx.m0kgx.com","7300","DX Spider"
"MB6WV","mb6wv.ddns.net","7373","DX Spider"
"MX0NCA-2","dxc.mx0nca.uk","7373","DX Spider"
"MX0ONL-4","dx.onlineradioclub.org","7300","DX Spider"
"N0CDA-1","n0cda.homedns.org","7300","DX Spider"
"N0OJ-7","cluster.n0oj.net","7300","DX Spider"
"N0VD-7","cluster.dxcentral.com","23","DX Spider"
"N1TA","dx.n1ta.com","23","AR-Cluster"
"N1UAN-9","n1uan.org","7300","DX Spider"
"N2FJ-2","n2fjdx.no-ip.org","23","AR-Cluster"
"N2KI","dxc.n2ki.com","7300","DX Spider"
"N2UGA-9","n2uga.org","7300","DX Spider"
"N2WLS-5","dxc.n2wls.com","7300","DX Spider"
"N3BSQ-1","n3bsq.no-ip.com","7300","DX Spider"
"N3KDA","n3kda.ham-radio-op.net","23","AR-Cluster"
"N3MEQ-2","n3meq.dyndns.ws","8000","DX Spider"
"N3TUQ-15","home.n3tuq.com","2323","CC Cluster"
"N3UA","N3UA.HOPTO.ORG","7373","AR-Cluster"
"N4DW-9","n4dw.ddns.net","7300","DX Spider"
"N4LEM-5","n4lem.net","7300","AR-Cluster"
"N4VFF-2","dx.harwood.com","8000","DX Spider"
"N4ZKF","dxc.n4zkf.com","23","AR-Cluster"
"N4ZKF-1","dxc.n4zkf.com","7373","CC Cluster"
"N5UXT","dxc.n5uxt.org","23","AR-Cluster"
"N5WLS-1","dxc.n5wls.net","7300","DX Spider"
"N5WLS-2","dxc2.n5wls.net","7300","DX Spider"
"N6WS-6","n6ws.ddns.net","7300","DX Spider"
"N7OD","n7od.pentux.net","7300","DX Spider"
"N7TR","dxc.n7tr.com","7300","AR-Cluster"
"N7TR-1","dxc.n7tr.com","7373","AR-Cluster"
"N7XG-7","n7xg.ddns.net","7300","CC Cluster"
"N8DXE","n8dxe.dxengineering.com","23","AR-Cluster"
"N8DXE-1","n8dxe.dxengineering.com","7373","AR-Cluster"
"N8JF","76.236.93.115","7300","DX Spider"
"N8NM","n8nm.servebeer.com","23","DX Spider"
"N8NOE-2","dx.n8noe.us","23","AR-Cluster"
"N8USK","dxc.n8usk.com","7373","DX Spider"
"N8YIB-10","n8yib.dyndns.org","23","AR-Cluster"
"N9AI","n9ai.ddns.net","7373","AR-Cluster"
"N9BC-2","dxc.n9bc.com","7300","DX Spider"
"N9JR-2","dx.n9jr.com","7300","DX Spider"
"N9KT-2","n9kt.spacetechnology.net","8000","DX Spider"
"N9LYA-6","uronode.n9lya.ampr.org","7300","DX Spider"
"N9PMO-6","N9PMO.NO-IP.ORG","7373","AR-Cluster"
"N9VI","n9vi-dx.ddns.net","7323","AR-Cluster"
"N9VI-1","n9vi-dx.ddns.net","7373","AR-Cluster"
"NA7KR-3","na7kr.na7kr.us","9000","DX Spider"
"NC7J","dxc.nc7j.com","7373","AR-Cluster"
"NK7Z-1","nk7z-cluster.ddns.net","7373","AR-Cluster"
"NL7S","nl7s.net","8000","DX Spider"
"NN1D","k1rfi.com","7300","DX Spider"
"NP3N","dxc.np3n.com","7300","DX Spider"
"NR0Q-2","marconi.mchambersradio.com","7300","DX Spider"
"NR1X-3","nr1x.budlog.net","7300","DX Spider"
"NU1G-1","NU1G-1.NO-IP.ORG","7300","CC Cluster"
"NX9G","dxc.f2f.us","7300","DX Spider"
"OE1XHQ","dxcluster.oevsv.at","41112","DX Spider"
"OE6XPE-5","radio-linux.isti.cnr.it","23","DX Spider"
"OE9XFP","cluster.oe9.at","7373","CC Cluster"
"OH1RCF","oh1ab.dy.fi","8000","DX Spider"
"OH2J","ham.connect.fi","7300","DX Spider"
"OK0DXH","ok0dxh.goo.cz","8000","DX Spider"
"OK0DXI","ok0dxi.nagano.cz","41112","DX Spider"
"OK0DXP","radio-linux.isti.cnr.it","23","AK1A"
"OK0DXU","ok0ntu.ampr.cz","7373","DxNet"
"OK2CQR-1","hamqth.com","7300","DX Spider"
"ON0AN","44.144.11.254","8000","DX Spider"
